company_id,penyedia,alamat,kode_pos,situs_web,no_telp,no_fax
579744,PT. ACEH GLOBAL TRANSPORT,"JL. RAWA SAKTI BARAT VIII NO. 1 GP. JEULINGKE, KEC. SYIAH KUALA, KOTA BANDA ACEH",,,-,
580615,cv. duta karya raya,"jl. bedugul no. 22 sidakarya, denpasar",80224,[email protected],0361-221510,0361-221510
581474,PT. GLOBAL GEMILANG NUSA PERTIWI,"PERUM BOYOLALI HILL, JL. FATAMORGANA NO.07 KARANGGENENG BOYOLALI",57312,-,(0276) 320955,-
582093,UD. Eka Pradnya,Jl. Diponegoro No. 157 Denpasar,80114,,-,(0361) 221510
587273,CV BUANA PUTRA WIJAYA,"Jl. Biak No. 15BB, Kelurahan Cideng, Kecamatan Gambir, Kota Adm. Jakarta Pusat",10150,-,082247440447,-
587665,Dwi Srikandi Indonesia,Jl. S Parman Tanjung Duren Selatan,11470,,08113562143,
588903,Mitra Kreasi Garmen,"MILLS Official Store, Komplek Ketapang Business Centre, Jl. Kyai Haji Zainul Arifin No. 18-19, Krukut, Taman Sari, Jakarta Barat",11140,-,0812 1979 7669,-
594153,CV. PRIMADES PUTRA UTAMA,Jl. Jendral Sudirman No. 16 Rt. 03/07 Babakan Kota Tangerang,15118,[email protected],-,021-93176176
597508,Axella Adhi Pratama,SOHO Capital No. 32-07 Jalan S Parman Kav. 28,11470,-,0881081909039,-
597934,PT ABADI BANUA CEMERLANG,"JL. A.YANI KM.23 KOTA BANJARBARU, KALIMANTAN SELATAN",,,081250505225,
597993,SYIFDA SOLUSI NUSANTARA,"Jalan Harapan 1 No.30 RT 002 RW 005
KEL. Setu Kec. Cipayung",13880,http://www.syifda.com,0218451767,0218451767
598126,PT. TAPAK JEJAK INDONESIA,"Jl. Caraka Bhuwana Selatan VIII blok U 9, Jurangmangu Timur - Pondok Aren",15222,-,081298485400,-
598491,PT. CEMPAKA SINERGY BERSAMA,"Ruko The Walk No.10 Jakarta Garden City, Kel. Cakung Timur, Kec. Cakung, Jakarta Timur.",13910,,02122134309,-
599079,CV CIPTA MULTI SOLUTION,JL R SANIM RUKO DLIVING NO 36 TANAH BARU BEJI,,http://www.ciptamultisolution.com,-,
599180,CV. ADHI KARYA LANGGENG,"JL. RAYA HANKAM KAMPUNG BOJONG NANGKA 4 RT 02/08 NO. 50 KEL. JATIRAHAYU, KEC PONDOK MELATI",17414,-,-,02184902104
601937,PT. IRSHAN BERSAUDARA ABBASY,JL. KARTAMA,28125,-,081378963443,-
602893,PT Daya Cahya Abadi,Jalan Raya Pondok Kacang,15226,-,081291668897,-
603432,TEGAR ALAM UTAMA,"Jln. Tgk. Chik Dipineung Raya, Gp. Pineung, Kec. Syiah Kuala",23126,,085260968249,
603867,PT BINA GITA UTAMA INDONESIA,"KOMPLEK BEKASI PERTAMA RESIDEN BLOK C1 NO,10 CIMUNING BEKASI JABAR",17155,-,085216133316,-
605236,PT.AIRUFINDO MULTI KARYA,Ruko Grand Palm Puri Blok G7 Jl.Raya kresek No.88,11750,,-,02154313150
605491,CV. Surya Lestari,Gringsing 8 No 5 Muktiharjo Kidul Pedurungan,50196,,-,0246705349
608730,PT EKA PRIMA MANDALA,"Jetis UH VI No 1154, Kel. Sorosutan, Kec. Umbulharjo",55162,-,085755535752,-
610059,Ardent Jaya Abadi,Jl. Wolter Monginsidi II No. 65,68123,-,081336365557,-
613107,PT. DIAN RAGA INTI,GRAHA ASRI,38213,-,081363764521,-
613639,PT.SOLUSI SIMPEL INDONESIA,"JL.IMAM BONJOL NO 28A SIDOREJO LOR, SIDOREJO",50714,,0298326431,
613840,PT. Acege Putra Kusuma Chakti,"LINGKAR SELATAN NO.03 RT.004 RW.002 CILACAP, CILACAP SELATAN KAB. CILACAP JAWA TENGAH",53215,-,081328178970,
614213,PT. DIRA SONITA,Jl. Veteran Lrg. Rahmat No. 470/270 Palembang,30126,,0711 315791,0711 321285
620211,CV. AZZAM SABENA RIZKI,"Jl. Jatiwaringin Raya No. 07 RT. 008 RW. 013 Kel. Cipinang Melayu Kec. Makasar, Jakarta Timur 13620",13620,,0218605507,0218605507
621759,CV. TBOX PRIMA PERKASA,"Jl. Pelita No.41, Sungai Pinang Dalam, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75117",75117,-,082251688880,-
623900,PT. GIANDRA VAHANA SEJAHTERA,"Harapan Indah Blok W Z No. 1, Desa/Kelurahan Pejuang",17131,-,085799991905,-
626160,GATOTKACABINTANGNUSANTARA,jalan saharjo 55 rt 012 rw 003 campurejo kecamatan mojoroto,64116,-,085655652314,-
630948,CV. Multi Solution Marketing,KOMPLEK BUSINESS PARK KEBON JERUK JL MERUYA ILIR KAV 88 BLOK E2 NO.8,11620,-,02180681278,-
631803,PT. ASTILLA TRI MANDIRI,PONCOL LESTARI RT.002 RW.09 PAMULANG TIMUR PAMULANG,15415,-,08881330766,
635771,CV. PENGEMBANGAN INOVASI BANGSA,JL. TANJUNG PURA DESA HALIAU KEC. BATU BENAWA,71371,-,082251293604,-
639039,PT. PUTRA ARKANA TRIYASA,"Green Lake City Ruko CBD Blok L 19, Cipondoh, Ketapang, Tanggerang",15147,,02122952652,
641757,PT AMAN SEJAHTERA COMPUTAMA,"Jl.Babarsari, Komplek Pertokoan Babarsari No.53-55 Caturtunggal, Depok",55281,,02744332933,
642282,Rajawali Mulia Abadi,"Jl. Sawi Raya No. 19 Kel. Sendangguwo Kec. Tembalang, Semarang",50273,http://rajawalimuliaabadi.co.id,-,02476580369
642288,BEBINCA MULTI STAR,"Ruko Poris Paradise 3 Blok B5 No 9, Cipondoh",15148,,082298372525,
645809,PT bening Cita Faradisa,jl sadeng blokk D 3 rt 3 rw 5 sadeng gunungpati semarang,50222,,081227333699,
646974,CV. Khalif Hasan Sejahtera,Jl. Dr. Kariadi No.519 Kelurahan Randusari Kecamatan Semarang Selatan Kota Semarang,50244,-,081225306013,-
647142,CV. ASA ANANDIRA RIAU,Perumahan Griya Pulai Sakinah Jl. Raudah Gg. Tanjung Palas,28816,-,082284705155,-
648206,ARLA MANDIRI,"Jl. Utan Kayu Raya No 75a, Kel. Utan Kayu Utara, Kec. Matraman",13120,-,02185913734,-
650511,Andy Senfri,"Jalan Dipayuda No. 9 - 10A, Krandegan",53414,-,0286594131,
650645,PT. ACCURASCI PRIMA VALENT,"Jl. Cifor No. 03 RT/RW 001/001, Kel. Bubulak, Kec. Bogor Barat",16115,,-,
651055,CV Sinar Makmur Mulya,KP Cikadu RT 025 RW 009 Desa Tanjungsiang Kec Tanjungsiang,41284,,085320613545,
653855,CV. ARAS PRIMA SUKSES,Jl. Letjen Suprapto No. 29 f Lantai 1 Kel Harapan Mulya Kec. Kemayoran,10640,,"021-35993546,,,",021-35993546
662493,CV.DWI MAHAJAYA,"Jl. Ramin III, gg.Majapahit No.6",73111,,081253579631,0
663487,PT Duta Indo Optima,"Jl. Riung Arum Raya No. 51 F  RT.09 RW.09, Kel.Cisaranten Kidul Kec. Gedebage Kota Bandungc.Coblong Kota Bandung",40135,,-,(022)2513172
665324,CV. ANDALAN CIPTA KARYA,JL.OTISTA MARIBAYA Lt.III No.141 KEL. BIDARA CINA KEC. JATINEGARA,13330,,-,
667473,PT.BINA SARANA KARYA MANDIRI TRANSPORT,"kp.teluk haur, rt02/06 desa kerta jaya kecamatab pebayuran Kab Bekasi",17710,-,081294711706,-
668729,PT.LAMTAMADO JAYA ABADI,Ruko Mall Citra Klender lantai 3 Jl.I Gusti Ngurah Rai B3 No.20 Rt.008 Rw.006,13470,-,02186613329,02186613660
670168,GRAND ALEXIS INDONESIA,Jl.Sayabulu Komp.Taman Graha Asri 2 Blok GM10 No.30 Kota Serang,42116,,081911253335,
670537,CV. RAJA MULTI BINTANG,"Jalan Sunan Ampel Blok A4 No. 25 RT. 004 RW. 010, Kel. Jatirasa, Kec. Jatiasih, Kota Bekasi",17424,-,+62 896-3956-0797,-
670678,PT. Saga Klassik Teknologi,"Rukan Puri Mutiara Blok A76, 
Jl. Griya Utama, Sunter Agung, Jakarta Utara,
DKI Jakarta",14350,saga-tech.id,02131118055,
670797,PT. BISMILLAH USAHA MANDIRI,"Jl. CIkunir Raya N0. 32 RT.3 RW.11
Jatimekar, Jatiasih",17422,,02182413501,02182737181
671028,CV. SERIBU KARYA AGENSI,Pulau Kelapa RT 006 RW 003 Kel. Pulau Kelapa Kec. Kep. Seribu Utara. Kab. Adm. Kep. Seribu,14540,,08128813787,
671568,CV SYS MEDIA GROUP,PERUM TAMAN PERMATA INDAH BLOK JASMIN CG 01 RT 005 RW 004,67154,-,082333315222,-
673128,Omega Timur Internusa,Jl. Raya Pajintan RT. 007 RW. 003,79251,-,+62 896-6120-3303,-
674472,CV. CATUR JAYA NUGRAHA,"BRATANGGEDE 3C/8A RT 01 RW 07 NGAGELREJO, WONOKROMO",60245,,0315045327,0315051355
681431,SANG KREASI NUSANTARA,"Jl. Jatinegara Timur No.22, RT/RW: 009/004, Kel. Bali Mester, Kec. JATINEGARA - JAKARTA TIMUR (13310)",13310,-,-,-
682202,PT. Bangun Jaya Pedia,Jl. HR Muhammad No.41,60226,,08152521000,0
685484,PT. INOVASI SKALA PIRAMIDA,"PERUM METRO SERPONG BLOK C6 NO. 14, RT/RW 002/006, Kel/Desa CIBOGO, Kecamatan CISAUK",15344,,081288895558,
688356,Mandiri Utama Karya,JL. Dr Setiabudi H. Sari No.42 Rt.003/016 Kelurahaan Pamulang Timur Kecamatan Pamulang Kota Tangerang Selatan,15417,,081299798968,
688835,cv intan putri mandiri,JL. Cagak Kp. Sukamantri Rt.003 Rw.002 Desa Sukaraya Kec. Karang Bahagia Kab. Bekasi,17550,,085280743669,-
688929,cv.kramat lima,"Ruko Puri Sentra Niaga JL. Wira Loka D.59 LT. 3 Jakarta Timur , DKI Jakarta",10320,,081389686322,02129195798
690476,PT Alba Universal Abadi,Komp.Kopo Mas Regency 19 J,40227,-,022-5421056,022-5430244
691599,PT ASTA BERKAH SOLUSINDO,"PERUM DALEM KOTAGEDE ASRI B-11, JAMBIDAN, BANGUNTAPAN, BANTUL, YOGYAKARTA",55195,-,081319909544,-
692696,PT. Zarayya Medika Utama,"Jalan Gunung lempuyang No 77, kel. Tegal Harum, Denpasar Barat",80119,-,085691197262,-
693515,CV. NIDHA,El Verde A-8 Kota Deltamas RT.007/008 Ds. Pasirranji,17812,,085872122725,
695187,cv karya sejati,"JLKOBRA IV, KP. PEKOPEN NO.21 RT. 002/005 TAMBUN SELATAN",17510,,"-, -",
696093,CV HAS LEGON  NUSANTARA,Link. Pecinan RT/RW. 003/001 Kel. Pabean Kec. Purwakarta,42437,-,087887215923,0254
696742,CV. Karya Mandiri Prima,"Jl. P. Samosir No. 17, Kel. Karang Mumus",75242,-,082111225588,-
700773,PT. Baliyoni Saguna,Jl. Tukad Yeh Aya No. 46 Denpasar,80225,http://www.baliyoni.co.id,081237869423,
706927,PT. Cita Swara Sejahtera,Jl. Gunung Rinjani No. 45 Denpasar,80119,,-,0361- 482845
708795,PT. SINERGI MULTI KREASINDO,"JEPE 9 BUILDING JL. RAYA RAGUNAN NO. 9 RT 002 RW 007 JATI PADANG, PASAR MINGGU, JAKARTA SELATAN 12540",12540,-,081318111016,
709510,PT. NUANSA CEMPALA INDAH,"Jl.	Raya Bogor	KM.	20, No. 10	RT 11 RW 10 Kel. Kramatjati, Kec. Kramatjati",13510,-,02129837930,-
713613,PT BIMA CAKRA INDONESIA,"Grand Slipi Tower Lt.9 Unit O, CHR Office
JL Letjend S Parman Kav 22-24 RT.1/RW.4, Palmerah Kec. Palmerah Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 Slipi, Jakarta Barat",11480,,081218677537,
717019,PT Harpa Sekawan,Jl. Cipinang Muara No.47. Jakarta Timur 13420,13420,https://www.harpa.co.id,0218195784,
718649,PT RAJAWALI PERKASA LOGISTICS,"KOMPLEK GUDANG & RUKO SAWANGAN MEGAH BLOK, B. 19, JALAN PARUNG CIPUTAT, DESA/KELURAHAN SERUA KEC. BOJONGSARI, KOTA DEPOK, PROVINSI JAWA BARAT",16516,-,085777823464,-
719877,PT. MITRA WAHANA INDONESIA,"RUKO BINTARO ASRI RESIDENT NO.7 JL. RAYA JOMBANG RT.002 RW.008 KEC.CIPUTAT, KEL. JOMBANG",15415,,-,021-74639607
720433,PT. TRASPAC MAKMUR SEJAHTERA,"Office Park Thamrin City Blok AA-02 Jl. Kebon Kacang Raya, Tanah Abang Jakarta Pusat",10230,http://www.traspac.co.id,02129622295,021-31997486
722506,PT.KREASI PANCA WIRATAMA,"JL. MANUNGGAL PRATAMA NO. 08 RT.011 RW.006, Kel. Cipinang Melayu, Kec. Makasar, Kota Adm. Jakarta Timur. DKI Jakarta 13440",13440,-,085100710684,-
725900,PUTRA CENDAWAN,Jl. Kusuma Raya No.149,17111,-,0821,-
731442,SEMESTAHAYZAJAYA,"radio dalam raya no H5A, kebayoran Baru, Jakarta Selatan",12140,-,081808357979,-
732384,PT. DEDY JAYA LAMBANG PERKASA,Jln.A.Yani.101 Slawi,52412,,02836195888,-
736096,MANDIRI PUTRA OTO,"Gumawang 004/002, Mungkung, Kec. Kalikajar,",56372,,085161865757,
738292,PT PRAWIRA VISI INDONESIA,BANJARAN RESIDENCE BLOK C1 NO.5,16451,-,02177270292,-
739116,PT. Sinar Alva Medika,Jln Ahmad Yani Link Gudang Nomor 12 Rt.001/003 Kel. Jombang Wetan Kec Jombang Cilegon - Banten,42411,-,08119902224,-
747994,Labibah Cahaya Rezeki,"Ruko Mega Office Park Blok OP 5 No. 3, Jl. Tanah Api Blok Barokah No. 62 RT 005 RW 009, Kota Harapan Indah, Kel. Pejuang",17132,-,081278734132,
749174,cvmurnimakmurjaya,JL. JELAWAT GG 7 RT.007,75116,-,085245671404,-
749700,PT. GERAK MITRA SELARAS,MTH SQUARE GROUND FLOOR (GF) A4.A JL LETJEN MT HARYONO KAV 10 RT 006 RW 012 KEL BIDARACINA KEC JATINEGARA,13330,-,0218018 0084,02180180084
752014,PT. ADI DAYA SENTOSA PRATAMA,Jl. Jend. Ahmad Yani (Bypass) No. 09 Kelurahan Kecapi Kec. Harjamukti,45142,-,8815467/082126154107,-
753760,PT. Teknologi Digital Abadi,"Graha Pelangi Elok No.5 Ciwastra, Buah Batu",40286,https://teda.co.id,08112105262,
755876,RINEKA PRIMA,Jl. Cipanawa No. 51 RT. 004/006 Kel. Alamendah Kec. Rancabali,40973,,02285923317,
757534,PT DIMAS MITRA SOLUSI,"Kompleks Perkantoran Ruko Medical Blok D No 10, Jalan Pondok Kelapa Raya",13450,-,02122843532,-
758757,Gudang Belanja Indonesia,"Bukit Mekar Wangi Residence. Jl.Anggrek 11 Blok C4 No.7 Mekar Wangi, Tanah Sareal, Kota Bogor 16168",16168,-,081331330500,-
759954,CV. CMART NIKMAH JAYA,Jl. KH Syahdan No. 4E RT.002/RW.0011,11480,-,085174897897,-
760693,PT. TRI MEGA BIMANTARA,"GEDUNG PEMBINA GRAHA LT. 2 R. 24  JL. D.I. PANJAITAN NO. 45 RAWA BUNGA, JATINEGARA",13350,-,081287183367,-
762038,CV Indo Abadi,Komplek Puri Cipageran Indah 1 BLok F No.12,40511,-,082127547750,-
767584,KARYA FAUZI,VILA GADING HARAPAN 5 BLOK H3 NO15 RT.005/003 SATRIAMEKAR TAMBUN UTARA,17610,-,-,
768110,STADIUM SPORT,DESA TAPEN RT 3 RW 1,53461,-,085227393239,-
774674,PT. Inovasi Global Mumpuni,"Patra Jasa Office Tower 1704
Jl. Jend. Gatot Subroto Kav. 32 - 34",12950,http://www.inglom.id,02152900252,02152900252
781438,Pratama Mitra Aksara Store,Jalan Tentara Pelajar No. 36 RT 05 RW 11 Bolon Colomadu Karanganyar 57178,57178,,0818253046,
784006,CV.ANUGERAH BINTANG SEJAGAT,JL.Raya Bekasi KM 17 No.5,13930,-,082272072240,
784682,CV Teguh Primatama,Jl Raya Cimareme No. 149,40552,http://www.teguhprimatama.co.id,0226866603,0226866603
785848,KARAI PRIMA SEJAHTERA,JALAN LANGSAT,77212,-,081215977721,-
786536,BIMANTARA MADANI,PERUM GRIYA SATRIA MANDALATAMA BLOK 23 NO 25,53161,,085647874441,
787891,CV. JERAM UTAMA INDONESIA,Jln.jenderal ahmad yani II No.21 RT.005/004 Tanah Sareal Kota Bogor,16161,-,085692255583,-
789920,PT Jaka Tingkir Jaya Abadi,Jalan Al Kautsar RT/RW : 003/005 Desa Tambar,61485,,081219961926,-
791615,PT Rejaya Putra Trans,"Klampengan rt 01 , rw 05 , meger , ceper , klaten",57465,-,082323450009,-
793202,Nura Lintas Timur,Jalan. Taridala Nomor 175c,93111,-,085222260175,-
793245,JAMPARING PRAMA SINDO,"Point Lab Co-Working Space Gedung Graha Pos Lantai 2 Blok C, Jl. Banda No. 30, Citarum, Bandung Wetan",40115,-,081323214407,-
801381,CV GEMPITA BERSAMA ABADI,"Jl. Raya Tapos No.57, Tapos, Tapos",16457,-,085714740437,-
804090,PT. REVO SOLUSINDO,"Gedung Griya Sinta Lt. 5 Unit D2, Jl. Tomang Raya No. 39",11440,http://www.revo.co.id/,021 - 29336465,021 - 5600403
809026,PT. PUTRA PANDE RADJA,JL. TANJUNG RAYA NO. 446,,,"-, -",
814579,PT ANTARA JAYA SPORT,"GANG KRESNA NO 3 JL RAYA TANAH LOT BR KANGKANG PERERENAN, MENGWI , KAB BADUNG BALI",80351,-,085792270674,-
814667,PT Dwi Jawara Digital,JL Cargo,80116,-,081918076519,-
815627,CV. SUMBER BERKAH MEDIKA,"JL.RAYA KALISABUK NO 43A RT 002 RW 001 KALISABUK, KESUGIHAN, CILACAP",53274,,085726436024,-
828038,PT KARYA DUA SENTOSA,"LINK. CIPINANG ILIR RT. 004 RW. 004 KEL. GROGOL, KEC. GROGOL",42436,,081932047126,
830344,CV PONDOK UTAMA ABADI,KP. PONDOK SOGA RT.004/002 PANTAI HURIP BABELAN,17610,-,085280160255,-
835915,PT. MITRA INSPIRASI BERSAMA,"Graha Buana Jl. Dr. Saharjo Blok C1 No. 210A RT. 009 RW. 005, Menteng Dalam, Tebet",12870,-,0818809299,-
836803,PT Indo Asia Teknologi,Ruko Mangga Dua Blok A6 No. 3 Jalan Jagir Wonokromo,60243,,08113484088,-
845301,PT CREATIVE TEACHING EDUCATION,"JL. WIRAPRADANA 206, KAL. GAWANAN, KEC. COLOMADU, KAB. KARANGANYAR, PROV. JAWA TENGAH",57175,www.creativeteachingeducation.com,081226234567,02717851148
854556,MAHARDIKA MEGAH MANDIRI,"Perumahan Puri Permai Blok B No. 8, Jl. Lejjend Soeprapto, Tawang, Kec. Wates",64174,-,081133305577,-
869760,ALPHA MEGA INFORMATIKA,JL. KUTOARJO - WONOSOBO,54261,,085791430279,-
870068,Koperasi Konsumen Pegawai Lemigas,"Jalan Ciledug Raya Kav.109, RT.7/RW.5, Cipulir, Kebayoran Lama",12230,-,(021) 7201652,-
876285,PT. ANEKA PRODUK NASIONAL,"SENTRA INDUSTRI TERPAU I&II BLOK C1 NO. 2, JALAN PANTAI INDAH KAPUK, KAMAL MUARA, PENJARINGAN, KOTA ADM. JAKARTA UTARA DKI JAKARTA",14470,-,0215888222,-
878406,DINAMIKA ASRI PRATAMA,Jl. Pahlawan No. 27 RT. 001 RW. 002 Kel. Aren Jaya Kec. Bekasi Timur,17111,,(021) 88353196,02188353196
881401,CV. Putra Bangkit Mandiri,Jl. Neptunus Barat I No.5,40286,[email protected],0227568624,-
884257,SADAWIRA CITRA INDONESIA,"Jl. Pangkalan Jati 3, No. 11A, Rt.009 Rw.005, Cipinang Melayu, Makasar, Jakarta Timur",13620,-,087788159474,
890789,CV. ERNA JAYA MEUBEL,"TAMAN KEDUNG JAYA INDAH BLOK C/12, KEDUNG JAYA KEDAWUNG, CIREBON",45153,,081324677609,
919739,PT Praya Arta Trans,"Gedung Menara Batavia Lt. 12A, Jl. Kh. Mas Mansyur Kav. 126, Karet Tengsin, Tanah Abang",10220,,083865451083,-
941063,PT. Hira Perkasa Farmasindo,Kp.Kaum Pandak No.70 Rt.04 Rw.09 Kel Karadenan Kec.Cibinong,16913,www.hiraperkasa.com,02517507470,085281158050
986624,Nalela Karya Persada,"JL. Raya Kranggan Konplek Avenzel Hotel, Mensana Tower Lt.5 Rt002, Rw 016, Jati Sampurna, Kec. Jati Sampurna, Kota Bekasi, Jawa Barat",17431,www.nkp.co.id,-,0215602810
994278,PT. ASTI PESONA WISATA,S.HALMAHERA 1 A4 NO.6 RT.004/001 MEKAR SARI TAMBUN SELATAN,17510,-,083875892159,-
